timestamp;accelerometer_x;accelerometer_y;accelerometer_z;gyroscope_x;gyroscope_y;gyroscope_z;magnetometer_x;magnetometer_y;magnetometer_z;
no_units;no_units;no_units;no_units;no_units;no_units;no_units;no_units;no_units;no_units;
;-0.46104;1.1269;0.12006;-2.4539;-0.88855;1.0991;213.69;193.08;-401.78;
;-0.49475;1.2098;0.12476;-2.1382;-1.2873;1.2082;213.69;193.08;-401.78;
;-0.50372;1.2242;0.064133;-1.9008;-1.323;1.269;213.69;193.08;-401.78;
;-0.49112;1.1987;-0.0022125;-1.7889;-1.0732;1.2429;213.66;192.83;-401.28;
;-0.45419;1.1512;-0.049286;-1.7888;-0.53387;1.1996;213.66;192.83;-401.28;
;-0.35991;1.1129;-0.041504;-1.8387;0.14028;1.1565;213.66;192.83;-401.28;
;-0.22748;1.0972;0.010971;-1.8323;0.91276;1.1519;213.66;192.83;-401.28;
;-0.091019;1.0768;0.048264;-1.8943;1.2783;1.1435;214.33;192.96;-400.5;
;-0.0042419;1.0203;0.10419;-1.9323;1.5135;1.0976;214.33;192.96;-400.5;
;0.026749;0.95151;0.17789;-1.918;1.7525;1.0494;214.33;192.96;-400.5;
;0.011459;0.90906;0.22777;-1.8589;1.8528;1.0427;214.33;192.96;-400.5;
;-0.033844;0.8752;0.27478;-1.7592;1.8594;1.0794;214.92;192.91;-399.83;
;-0.076935;0.84639;0.29289;-1.6218;1.7809;1.1264;214.92;192.91;-399.83;
;-0.12234;0.80896;0.2887;-1.4387;1.6448;1.172;214.92;192.91;-399.83;
;-0.16911;0.76617;0.26311;-1.2348;1.5585;1.2165;214.92;192.91;-399.83;
;-0.19208;0.74641;0.21748;-1.0293;1.4911;1.2288;214.95;192.84;-399.02;
;-0.2175;0.72935;0.16708;-0.83175;1.443;1.2075;214.95;192.84;-399.02;
;-0.2256;0.70509;0.12869;-0.6988;1.5056;1.1755;214.95;192.84;-399.02;
;-0.22208;0.68185;0.099518;-0.59867;1.6285;1.1357;214.95;192.84;-399.02;
;-0.20412;0.66449;0.10805;-0.4838;1.7754;1.0787;215.62;192.79;-398.77;
;-0.18777;0.65857;0.14166;-0.33612;1.8652;1.0109;215.62;192.79;-398.77;
;-0.18834;0.64642;0.17513;-0.15043;1.8777;0.93462;215.62;192.79;-398.77;
;-0.20192;0.62717;0.20074;0.040998;1.8549;0.84288;215.62;192.79;-398.77;
;-0.22894;0.59947;0.20679;0.22717;1.7974;0.754;215.94;192.87;-398.71;
;-0.26038;0.57228;0.19664;0.40135;1.6851;0.65963;215.94;192.87;-398.71;
;-0.29283;0.55615;0.18797;0.57283;1.541;0.56121;215.94;192.87;-398.71;
;-0.3187;0.54338;0.18501;0.75543;1.3848;0.45647;215.94;192.87;-398.71;
;-0.32458;0.52937;0.18846;0.93839;1.2369;0.34089;216.09;192.43;-399.01;
;-0.30754;0.52321;0.20442;1.1252;1.113;0.21788;216.09;192.43;-399.01;
;-0.28038;0.53159;0.23074;1.3045;0.98911;0.069213;216.09;192.43;-399.01;
;-0.25624;0.56244;0.25246;1.4602;0.82577;-0.1144;216.09;192.43;-399.01;
;-0.24907;0.60732;0.25975;1.5513;0.6442;-0.34437;216.31;192.26;-399.74;
;-0.2502;0.66771;0.25813;1.532;0.46824;-0.59104;216.31;192.26;-399.74;
;-0.26642;0.74466;0.26569;1.4239;0.34552;-0.81483;216.31;192.26;-399.74;
;-0.29242;0.82877;0.29662;1.2696;0.33857;-0.96597;216.31;192.26;-399.74;
;-0.33707;0.88156;0.35541;1.0342;0.5102;-1.0092;215.9;191.64;-400.38;
;-0.38359;0.91481;0.46417;0.69564;0.91089;-0.9794;215.9;191.64;-400.38;
;-0.35509;0.95065;0.65123;0.36755;1.3629;-0.90334;215.9;191.64;-400.38;
;-0.2191;0.99887;0.84628;0.1531;1.4792;-0.75258;215.9;191.64;-400.38;
;-0.0448;1.0714;0.94136;0.033049;1.1256;-0.48755;215.22;191.39;-401.14;
;0.11382;1.1417;0.89497;0.053358;0.45655;-0.11837;215.22;191.39;-401.14;
;0.25681;1.1828;0.72934;0.15317;-0.21945;0.27248;215.22;191.39;-401.14;
;0.3485;1.1582;0.49533;0.026383;-0.70794;0.61692;215.22;191.39;-401.14;
;0.3766;1.0892;0.32782;-0.36968;-0.88636;0.88501;214.83;190.75;-400.95;
;0.31653;1.0108;0.34215;-0.65497;-0.80289;1.0213;214.83;190.75;-400.95;
;0.21106;0.94859;0.45282;-0.62329;-0.58133;0.97465;214.83;190.75;-400.95;
;0.030548;0.96931;0.50224;-0.37933;-0.37823;0.69601;214.83;190.75;-400.95;
;-0.30019;1.3413;0.52727;-0.13344;-0.11762;0.1288;215.21;190.42;-400.96;
;-0.82962;2.6031;0.60703;0.47265;0.60649;-0.61562;215.21;190.42;-400.96;
;-1.1748;3.5088;0.30222;0.30915;1.6786;0.30444;215.21;190.42;-400.96;
;-0.83501;2.4366;-0.38834;0.0046046;2.3701;1.2493;215.21;190.42;-400.96;
;-0.042786;0.92604;-0.88885;0.80938;1.8284;0.77502;214.45;190.14;-401.26;
;0.028992;-0.077148;-0.88675;1.3929;1.3477;-0.0046946;214.45;190.14;-401.26;
;-0.3752;-0.53105;-0.71188;1.585;1.1409;-0.83458;214.45;190.14;-401.26;
;-0.52711;-0.61998;-0.66737;1.84;0.58738;-1.4986;214.45;190.14;-401.26;
;-0.40663;-0.30228;-0.51062;1.7249;0.38423;-1.7314;214.58;189.58;-401.69;
;-0.27742;0.38753;-0.20908;1.3995;0.5714;-1.5111;214.58;189.58;-401.69;
;-0.26964;1.1252;-0.046478;1.5688;0.44807;-0.95283;214.58;189.58;-401.69;
;-0.40019;1.661;-0.13477;1.9959;0.31676;-0.35965;214.58;189.58;-401.69;
;-0.53984;1.8222;-0.35851;1.813;0.56046;0.087465;214.01;189.08;-402.69;
;-0.63145;1.5562;-0.38098;1.0594;0.71902;0.25075;214.01;189.08;-402.69;
;-0.74438;1.1595;-0.11929;0.4507;0.55293;0.28379;214.01;189.08;-402.69;
;-0.71213;0.88667;0.17314;0.35765;-0.29056;0.34078;214.01;189.08;-402.69;
;-0.47716;0.85397;0.2724;0.47496;-1.2262;0.49593;213.82;188.69;-403.05;
;-0.23155;0.97684;0.1441;0.50216;-1.7339;0.68683;213.82;188.69;-403.05;
;-0.071274;1.049;-0.029327;0.38924;-1.7221;0.71675;213.82;188.69;-403.05;
;0.027328;1.0356;-0.078506;0.22772;-1.3464;0.62107;213.82;188.69;-403.05;
;0.091309;0.99339;-0.029373;0.14175;-0.87401;0.49869;213.61;188.38;-403.08;
;0.1678;0.94792;0.01355;0.12776;-0.51142;0.39456;213.61;188.38;-403.08;
;0.22763;0.90289;0.012955;0.12888;-0.20947;0.30994;213.61;188.38;-403.08;
;0.21651;0.89024;-0.025879;0.095887;0.083352;0.24154;213.61;188.38;-403.08;
;0.1208;0.91774;-0.068832;0.076991;0.32807;0.20687;213.49;188;-403.44;
;-0.029007;0.9494;-0.070358;0.13501;0.47345;0.21393;213.49;188;-403.44;
;-0.183;0.96259;-0.035355;0.26367;0.54821;0.20304;213.49;188;-403.44;
;-0.29639;0.95384;-0.0092316;0.39286;0.57229;0.16234;213.49;188;-403.44;
;-0.36958;0.92569;-0.016937;0.48539;0.5604;0.078407;213.72;187.77;-403.32;
;-0.39886;0.90883;-0.042999;0.53443;0.49314;-0.026944;213.72;187.77;-403.32;
;-0.39323;0.90912;-0.073975;0.55574;0.38494;-0.13421;213.72;187.77;-403.32;
;-0.36703;0.92749;-0.097382;0.5801;0.28613;-0.22697;213.72;187.77;-403.32;
;-0.34357;0.96208;-0.10397;0.61083;0.22816;-0.31493;213.62;187.53;-403.7;
;-0.33723;1.0102;-0.098541;0.64305;0.22399;-0.40271;213.62;187.53;-403.7;
;-0.34613;1.0565;-0.0784;0.68472;0.3248;-0.48202;213.62;187.53;-403.7;
;-0.35085;1.0719;-0.055206;0.72168;0.46357;-0.5091;213.62;187.53;-403.7;
;-0.3208;1.0461;-0.040359;0.74858;0.50416;-0.48654;213.17;187.22;-404.07;
;-0.24837;1.0033;-0.046005;0.76852;0.39513;-0.43312;213.17;187.22;-404.07;
;-0.17809;0.96289;-0.059509;0.77235;0.27127;-0.39133;213.17;187.22;-404.07;
;-0.16766;0.93295;-0.026978;0.79066;0.26172;-0.37716;213.17;187.22;-404.07;
;-0.18291;0.91396;0.030518;0.82318;0.2707;-0.38026;212.65;186.74;-404.15;
;-0.17276;0.91769;0.068893;0.85159;0.24712;-0.41028;212.65;186.74;-404.15;
;-0.15204;0.9603;0.094009;0.87339;0.2081;-0.43394;212.65;186.74;-404.15;
;-0.14178;0.99802;0.11955;0.88248;0.197;-0.46346;212.65;186.74;-404.15;
;-0.13478;1.0179;0.14015;0.86679;0.21538;-0.49865;212.75;186.52;-404.72;
;-0.12711;1.0238;0.14215;0.80671;0.24869;-0.51863;212.75;186.52;-404.72;
;-0.11435;1.0166;0.12305;0.70749;0.26567;-0.51087;212.75;186.52;-404.72;
;-0.11629;1.0098;0.10216;0.60196;0.21371;-0.47665;212.75;186.52;-404.72;
;-0.14256;1.0094;0.093506;0.51777;0.10138;-0.42897;212.7;186.19;-404.76;
;-0.18449;1.0151;0.104;0.44483;-0.026782;-0.38453;212.7;186.19;-404.76;
;-0.21733;1.0234;0.12221;0.36633;-0.1561;-0.35064;212.7;186.19;-404.76;
;-0.22357;1.0307;0.12111;0.26679;-0.29815;-0.31565;212.7;186.19;-404.76;
;-0.1993;1.036;0.092438;0.16046;-0.43453;-0.27693;211.98;185.77;-405.04;
;-0.16263;1.047;0.047104;0.035119;-0.52707;-0.23511;211.98;185.77;-405.04;
;-0.12817;1.0741;-0.0044708;-0.10846;-0.54928;-0.19284;211.98;185.77;-405.04;
;-0.084106;1.1193;-0.059006;-0.28726;-0.5064;-0.15643;211.98;185.77;-405.04;
;-0.036118;1.2069;-0.12325;-0.539;-0.4384;-0.089338;211.82;185.59;-404.71;
;-0.041992;1.3295;-0.14528;-0.77484;-0.21836;0.06436;211.82;185.59;-404.71;
;-0.098328;1.3964;-0.070908;-0.9031;0.021437;0.23991;211.82;185.59;-404.71;
;-0.18028;1.3727;0.0066986;-1.062;0.014235;0.35501;211.82;185.59;-404.71;
;-0.30573;1.3056;0.04361;-1.3129;-0.15631;0.37586;211.7;185.66;-404.47;
;-0.43082;1.2461;0.056335;-1.6043;-0.2343;0.29508;211.7;185.66;-404.47;
;-0.50514;1.1966;-0.0050812;-1.9391;-0.2576;0.21173;211.7;185.66;-404.47;
;-0.55055;1.1579;-0.11861;-2.6415;-0.57225;0.22505;211.7;185.66;-404.47;
;-0.57043;1.1331;-0.16397;-2.6415;-0.57225;0.22505;211.61;186.21;-403.68;
;-0.5864;1.0683;-0.12216;-2.8734;-0.69535;0.25347;211.61;186.21;-403.68;
;-0.6006;0.96609;-0.042206;-2.968;-0.82616;0.2663;211.61;186.21;-403.68;
;-0.59413;0.88763;0.040741;-2.894;-1.0845;0.32924;211.61;186.21;-403.68;
;-0.56297;0.8847;0.10402;-2.7207;-1.5972;0.43983;211.63;186.62;-402.61;
;-0.54015;0.93999;0.14407;-2.5416;-2.2095;0.57305;211.63;186.62;-402.61;
;-0.51402;1.0144;0.16852;-2.3401;-2.5221;0.67604;211.63;186.62;-402.61;
;-0.4882;1.0795;0.15146;-2.0876;-2.5276;0.77296;211.63;186.62;-402.61;
;-0.45428;1.1152;0.12054;-1.8255;-2.3093;0.87293;211.61;187.15;-401.56;
;-0.40166;1.1657;0.078857;-1.6767;-1.8539;0.96863;211.61;187.15;-401.56;
;-0.31723;1.2116;0.043365;-1.5748;-1.0384;1.0673;211.61;187.15;-401.56;
;-0.2081;1.2469;0.009613;-1.586;-0.16216;1.2329;211.61;187.15;-401.56;
;-0.12096;1.2267;-0.0093689;-1.7443;0.40546;1.2207;211.94;187.57;-401;
;-0.097076;1.0977;0.071045;-1.8606;0.94972;1.1323;211.94;187.57;-401;
;-0.066956;0.98045;0.16264;-1.9181;1.3304;1.0501;211.94;187.57;-401;
;-0.036514;0.90715;0.21289;-1.9032;1.4568;1.0248;211.94;187.57;-401;
;-0.028976;0.84091;0.25113;-1.8434;1.394;1.0152;212.28;187.92;-399.99;
;-0.036026;0.76476;0.30513;-1.745;1.277;0.96873;212.28;187.92;-399.99;
;-0.065002;0.69389;0.3503;-1.6245;1.1869;0.8835;212.28;187.92;-399.99;
;-0.1067;0.62953;0.35844;-1.3004;1.0361;0.71566;212.28;187.92;-399.99;
;-0.14885;0.58569;0.32634;-1.3004;1.0361;0.71566;213.03;188.31;-399.61;
;-0.18388;0.55772;0.25935;-1.1146;0.97382;0.63957;213.03;188.31;-399.61;
;-0.21338;0.54269;0.16554;-1.003;1.0099;0.5725;213.03;188.31;-399.61;
;-0.23645;0.53557;0.093185;-0.91519;1.1034;0.50434;213.03;188.31;-399.61;
;-0.26015;0.52391;0.069168;-0.79668;1.1504;0.43979;213.64;188.6;-399.08;
;-0.28203;0.51176;0.094681;-0.60449;1.1539;0.36556;213.64;188.6;-399.08;
;-0.29015;0.49303;0.13773;-0.10707;1.0546;0.23071;213.64;188.6;-399.08;
;-0.29881;0.47514;0.17575;-0.10707;1.0546;0.23071;213.64;188.6;-399.08;
;-0.29733;0.4592;0.20332;0.40121;0.84591;0.12552;213.92;188.29;-399;
;-0.29274;0.44916;0.22731;0.64197;0.72621;0.081443;213.92;188.29;-399;
;-0.28807;0.45021;0.25661;0.64197;0.72621;0.081443;213.92;188.29;-399;
;-0.26691;0.45413;0.27435;0.88589;0.62121;0.046181;213.92;188.29;-399;
;-0.23555;0.45044;0.28101;1.1237;0.55109;0.0060315;214.05;188.03;-399.3;
;-0.20064;0.44991;0.29326;1.3658;0.51137;-0.04109;214.05;188.03;-399.3;
;-0.17534;0.45474;0.31699;1.627;0.496;-0.10064;214.05;188.03;-399.3;
;-0.15312;0.46208;0.35439;2.167;0.46075;-0.29739;214.05;188.03;-399.3;
;-0.12309;0.48264;0.39363;2.167;0.46075;-0.29739;213.93;187.71;-400.16;
;-0.080978;0.54938;0.42596;2.499;0.39363;-0.61989;213.93;187.71;-400.16;
;-0.041382;0.69331;0.45659;2.5143;0.42095;-0.75754;213.93;187.71;-400.16;
;-0.031982;0.88316;0.47667;2.5143;0.42095;-0.75754;213.93;187.71;-400.16;
;-0.082657;1.07;0.49019;2.0401;0.60559;-0.80802;213.4;187.31;-401.21;
;-0.19531;1.2409;0.52979;1.362;0.6671;-0.63608;213.4;187.31;-401.21;
;-0.35289;1.3833;0.62727;0.45116;0.52136;-0.36136;213.4;187.31;-401.21;
;-0.47301;1.4957;0.73822;-0.30389;0.096648;-0.09519;213.4;187.31;-401.21;
;-0.4481;1.5394;0.8044;-0.76909;-0.42351;0.13729;213.51;186.61;-401.91;
;-0.29552;1.4361;0.79941;-1.1532;-0.76728;0.34423;213.51;186.61;-401.91;
;-0.16711;1.1645;0.68727;-1.3211;-1.0065;0.43476;213.51;186.61;-401.91;
;-0.091629;0.86354;0.62148;-1.1318;-1.2041;0.3985;213.51;186.61;-401.91;
;-0.039322;0.68391;0.62845;-0.79395;-1.2941;0.26663;213.61;186.61;-401.73;
;-0.042679;0.64769;0.58032;-0.6616;-1.053;0.058306;213.61;186.61;-401.73;
;-0.18193;0.78453;0.46918;-0.51233;-0.42912;-0.25287;213.61;186.61;-401.73;
;-0.51189;1.1932;0.51132;0.31251;0.51859;-0.53282;213.61;186.61;-401.73;
;-0.97191;2.2583;0.76895;0.83451;1.0036;0.22809;213.53;186.4;-401.7;
;-1.1624;3.0042;0.62724;1.3261;1.2954;1.1157;213.53;186.4;-401.7;
;-0.68398;2.2348;0.026672;1.9714;-0.03889;0.84585;213.53;186.4;-401.7;
;0.33704;1.1702;-0.72252;1.9714;-0.03889;0.84585;213.53;186.4;-401.7;
;0.60825;0.60834;-1.2406;0.98023;-0.49989;-0.14067;213.91;186.13;-402.71;
;0.052521;0.23401;-0.92479;1.2604;0.20124;-0.72161;213.91;186.13;-402.71;
;-0.31981;-0.013168;-0.7563;1.083;0.98983;-1.1224;213.91;186.13;-402.71;
;-0.27245;-0.055801;-0.63173;0.80092;1.504;-1.0882;213.91;186.13;-402.71;
;-0.19272;0.29832;-0.23878;1.1294;1.3865;-0.48806;213.57;185.54;-403.1;
;-0.17599;0.81044;0.14606;1.947;0.78841;0.216;213.57;185.54;-403.1;
;-0.18077;1.2477;0.22534;2.3521;0.39749;0.63769;213.57;185.54;-403.1;
;-0.18195;1.4226;0.0026703;2.0291;-0.13669;0.60749;213.57;185.54;-403.1;
;-0.28743;1.2429;-0.30949;1.477;-0.34132;0.4278;213.98;184.77;-403.69;
;-0.55728;0.93597;-0.32483;1.0745;-0.25851;0.15027;213.98;184.77;-403.69;
;-0.84935;0.73669;-0.070267;0.99311;-0.55115;-0.074641;213.98;184.77;-403.69;
;-0.87682;0.67957;0.057175;0.96558;-1.0853;-0.14049;213.98;184.77;-403.69;
;-0.71814;0.81049;0.030075;0.7755;-1.4622;-0.099664;213.66;184.36;-404.25;
;-0.49469;1.0785;-0.045197;0.53262;-1.522;0.0091834;213.66;184.36;-404.25;
;-0.29636;1.2945;-0.053864;0.41422;-1.4118;0.1356;213.66;184.36;-404.25;
;-0.15045;1.325;0.03627;0.3883;-1.2856;0.22063;213.66;184.36;-404.25;
;-0.0177;1.1815;0.12015;0.37653;-1.0898;0.27213;213.21;183.82;-404.68;
;0.075821;0.99281;0.10385;0.34488;-0.81738;0.27743;213.21;183.82;-404.68;
;0.1154;0.85893;0.030151;0.29961;-0.54406;0.25556;213.21;183.82;-404.68;
;0.11624;0.78708;-0.040573;0.28727;-0.35933;0.23117;213.21;183.82;-404.68;
;0.086807;0.79457;-0.075623;0.33107;-0.23795;0.19225;212.56;183.73;-405.06;
;0.0504;0.87048;-0.062576;0.39941;-0.11759;0.14086;212.56;183.73;-405.06;
;0.014236;0.9586;-0.040222;0.45789;0.045242;0.065892;212.56;183.73;-405.06;
;-0.035767;1.0108;-0.044189;0.48368;0.18414;-0.047089;212.56;183.73;-405.06;
;-0.094711;1.0207;-0.069489;0.49178;0.28407;-0.17838;212.86;183.39;-405.39;
;-0.17174;0.98596;-0.094437;0.51171;0.37118;-0.29234;212.86;183.39;-405.39;
;-0.24513;0.94456;-0.092346;0.55222;0.4147;-0.37777;212.86;183.39;-405.39;
;-0.30173;0.91603;-0.082886;0.59092;0.40057;-0.40701;212.86;183.39;-405.39;
;-0.33766;0.89247;-0.085648;0.63654;0.31953;-0.42092;212.75;183.24;-405.64;
;-0.34024;0.88197;-0.082428;0.69357;0.18379;-0.41809;212.75;183.24;-405.64;
;-0.33119;0.91089;-0.085022;0.77457;0.13178;-0.41116;212.75;183.24;-405.64;
;-0.33699;0.9456;-0.085266;0.84738;0.15304;-0.41903;212.75;183.24;-405.64;
;-0.35149;0.98886;-0.067169;0.89574;0.18091;-0.43671;212.53;182.75;-405.93;
;-0.36163;1.0311;-0.038788;0.94013;0.17502;-0.47267;212.53;182.75;-405.93;
;-0.33714;1.0466;0.003891;0.97503;0.14499;-0.52983;212.53;182.75;-405.93;
;-0.27068;1.018;0.056503;0.98465;0.10731;-0.56483;212.53;182.75;-405.93;
;-0.17477;0.96201;0.089355;0.96271;0.02186;-0.58748;212.14;182.3;-406.16;
;-0.084732;0.91864;0.0867;0.92514;-0.074931;-0.59049;212.14;182.3;-406.16;
;-0.03804;0.91843;0.06842;0.86397;-0.099131;-0.57118;212.14;182.3;-406.16;
;-0.051575;0.95912;0.045334;0.77055;-0.055958;-0.52578;212.14;182.3;-406.16;
;-0.095901;1.0247;0.013535;0.64661;0.0045399;-0.48577;211.97;181.77;-406.5;
;-0.14412;1.0916;-0.018509;0.53418;0.035134;-0.45576;211.97;181.77;-406.5;
;-0.17712;1.1368;-0.029984;0.45398;0.0039074;-0.43496;211.97;181.77;-406.5;
;-0.19325;1.147;-0.016144;0.3891;-0.088951;-0.40981;211.97;181.77;-406.5;
;-0.19545;1.1333;0.010452;0.34369;-0.22189;-0.38438;211.45;181.36;-406.94;
;-0.20078;1.1181;0.033478;0.30015;-0.35629;-0.36086;211.45;181.36;-406.94;
;-0.20767;1.1079;0.043213;0.24677;-0.44193;-0.34741;211.45;181.36;-406.94;
;-0.2043;1.0999;0.042221;0.17106;-0.46359;-0.35481;211.45;181.36;-406.94;
;-0.19366;1.0905;0.052994;0.07917;-0.45226;-0.38226;211.38;180.84;-407.17;
;-0.1801;1.083;0.079346;-0.034132;-0.48896;-0.41391;211.38;180.84;-407.17;
;-0.14818;1.0854;0.077774;-0.19189;-0.55878;-0.3996;211.38;180.84;-407.17;
;-0.092941;1.1127;0.0083618;-0.36848;-0.48742;-0.27754;211.38;180.84;-407.17;
;-0.059311;1.2025;-0.069153;-0.48264;-0.27926;-0.067076;210.72;181;-407.44;
;-0.14;1.37;0.043579;-0.60576;-0.26994;0.11985;210.72;181;-407.44;
;-0.14;1.37;0.043579;-0.85762;-0.43179;0.20108;210.72;181;-407.44;
;-0.22191;1.329;0.11642;-1.1486;-0.54655;0.20442;210.72;181;-407.44;
;-0.33983;1.2482;0.15002;-1.4499;-0.56872;0.16938;210.23;181.31;-407.58;
;-0.47162;1.162;0.13811;-1.8575;-0.62459;0.10877;210.23;181.31;-407.58;
;-0.51753;1.0923;0.0392;-2.3316;-0.75838;0.10566;210.23;181.31;-407.58;
;-0.47717;1.0371;-0.13408;-2.7398;-0.75484;0.15273;210.23;181.31;-407.58;
;-0.43857;1.0201;-0.23743;-2.9654;-0.59552;0.21933;209.55;182.38;-407.67;
;-0.43449;0.99658;-0.2119;-3.0233;-0.59157;0.31268;209.55;182.38;-407.67;
;-0.45537;0.94508;-0.10301;-2.9158;-0.93981;0.47428;209.55;182.38;-407.67;
;-0.47881;0.92049;0.017029;-2.7059;-1.6223;0.65734;209.55;182.38;-407.67;
;-0.49199;0.96066;0.11549;-2.4564;-2.2058;0.85556;208.65;184.12;-407.4;
;-0.49998;1.054;0.17921;-2.1349;-2.4209;0.98149;208.65;184.12;-407.4;
;-0.49574;1.1586;0.19659;-1.8486;-2.4021;0.99955;208.65;184.12;-407.4;
;-0.47165;1.2321;0.16899;-1.6408;-2.123;1.0501;208.65;184.12;-407.4;
;-0.46428;1.2433;0.13142;-1.5051;-1.4601;1.1288;208.13;186.13;-406.85;
;-0.42491;1.2152;0.10007;-1.4266;-0.54339;1.3301;208.13;186.13;-406.85;
;-0.32213;1.1714;0.058563;-1.5583;-0.026945;1.4127;208.13;186.13;-406.85;
;-0.091949;1.007;-0.0086212;-1.7246;0.45551;1.3788;208.13;186.13;-406.85;
;-0.091949;1.007;-0.0086212;-1.8607;0.88738;1.2614;208.43;187.46;-406.03;
;-0.098785;0.91209;0.062698;-1.9239;1.1774;1.1384;208.43;187.46;-406.03;
;-0.11684;0.86949;0.13722;-1.9329;1.2852;1.0287;208.43;187.46;-406.03;
;-0.1436;0.83263;0.19472;-1.9013;1.2575;0.92221;208.43;187.46;-406.03;
;-0.1638;0.79393;0.23085;-1.8275;1.1448;0.84487;209.28;189.49;-405.45;
;-0.17892;0.74045;0.27304;-1.6969;1.0356;0.7715;209.28;189.49;-405.45;
;-0.18916;0.68246;0.32907;-1.5599;1.0283;0.71483;209.28;189.49;-405.45;
;-0.20802;0.63994;0.36612;-1.391;1.0006;0.6692;209.28;189.49;-405.45;
;-0.22269;0.62148;0.28693;-1.2077;0.95292;0.64213;210.2;190.81;-404.62;
;-0.21979;0.62241;0.20566;-1.0441;0.88828;0.61025;210.2;190.81;-404.62;
;-0.21979;0.62241;0.20566;-0.90616;0.86381;0.56694;210.2;190.81;-404.62;
;-0.25694;0.59938;0.11349;-0.76508;0.87144;0.50348;210.2;190.81;-404.62;
;-0.26976;0.57617;0.13585;-0.58552;0.86866;0.41653;210.75;191.76;-404.2;
;-0.28343;0.53886;0.16022;-0.36294;0.85422;0.311;210.75;191.76;-404.2;
;-0.29851;0.51419;0.18047;-0.11686;0.81989;0.20278;210.75;191.76;-404.2;
;-0.29851;0.51419;0.18047;0.078469;0.85105;0.11265;210.75;191.76;-404.2;
;-0.29518;0.50429;0.20161;0.25403;0.82101;0.041018;210.9;192.52;-403.6;
;-0.28183;0.51012;0.21706;0.4231;0.73439;-0.0088095;210.9;192.52;-403.6;
;-0.26176;0.52322;0.24197;0.60047;0.63194;-0.045272;210.9;192.52;-403.6;
;-0.22212;0.53232;0.2563;0.79674;0.51652;-0.063419;210.9;192.52;-403.6;
;-0.17859;0.53458;0.25647;1.0178;0.40612;-0.070687;211.01;192.82;-404.25;
;-0.14305;0.53404;0.25348;1.2453;0.31079;-0.077918;211.01;192.82;-404.25;
;-0.14243;0.5341;0.26678;1.5057;0.23813;-0.095875;211.01;192.82;-404.25;
;-0.15996;0.52858;0.2998;1.8111;0.18591;-0.14592;211.01;192.82;-404.25;
;-0.16837;0.52791;0.33545;2.1234;0.14728;-0.25019;210.47;192.67;-404.97;
;-0.16837;0.52791;0.33545;2.3627;0.13419;-0.42112;210.47;192.67;-404.97;
;-0.13231;0.63147;0.39047;2.4761;0.13748;-0.64719;210.47;192.67;-404.97;
;-0.12216;0.74506;0.39767;2.4345;0.13782;-0.82938;210.47;192.67;-404.97;
;-0.16417;0.86765;0.39532;2.2191;0.21011;-0.8892;210.08;192.06;-407.06;
;-0.24544;0.99005;0.43282;1.832;0.38086;-0.8512;210.08;192.06;-407.06;
;-0.31477;1.1094;0.55267;1.2847;0.53911;-0.75589;210.08;192.06;-407.06;
;-0.30331;1.2238;0.72081;0.63005;0.50654;-0.61073;210.08;192.06;-407.06;
;-0.20995;1.3369;0.8421;0.030605;0.29631;-0.41051;209.37;191.39;-408.44;
;-0.096695;1.4308;0.85152;-0.3705;0.12883;-0.172;209.37;191.39;-408.44;
;-0.02446;1.4329;0.74223;-0.57043;-0.065282;0.068256;209.37;191.39;-408.44;
;0.0049286;1.3204;0.59454;-0.7323;-0.23024;0.28189;209.37;191.39;-408.44;
;-0.0099792;1.1886;0.51833;-0.85917;-0.44316;0.35507;208.82;191.99;-408.39;
;-0.12581;1.1379;0.53185;-0.875;-0.69457;0.3041;208.82;191.99;-408.39;
;-0.39755;1.3188;0.63454;-0.88344;-0.91478;0.15466;208.82;191.99;-408.39;
;-0.78804;2.0004;0.87021;-0.41759;-0.84018;-0.036544;208.82;191.99;-408.39;
;-0.98064;2.6954;0.9722;0.73556;-0.46984;0.4716;208.4;193.51;-407.77;
;-0.64249;2.1344;0.45412;1.7861;0.41946;1.1021;208.4;193.51;-407.77;
;0.11198;1.0191;-0.64424;2.1056;1.0223;0.72902;208.4;193.51;-407.77;
;0.20123;0.49091;-1.3788;1.5293;0.91047;0.32909;208.4;193.51;-407.77;
;-0.21625;0.26688;-1.134;1.1125;1.2422;-0.07626;209.14;193.81;-408.32;
;-0.2879;0.13374;-0.61327;1.4389;0.77186;-0.60629;209.14;193.81;-408.32;
;-0.061447;0.14996;-0.4361;1.3839;0.13204;-1.1414;209.14;193.81;-408.32;
;-0.022995;0.36484;-0.25551;0.84206;0.78733;-1.4018;209.14;193.81;-408.32;
;-0.31908;0.74306;0.046875;0.71672;1.4724;-1.0057;208.66;193.87;-409.23;
;-0.53474;1.1494;0.12106;1.2577;0.9797;-0.29256;208.66;193.87;-409.23;
;-0.42305;1.4328;-0.059937;1.5999;0.13348;0.15454;208.66;193.87;-409.23;
;-0.42305;1.4328;-0.059937;1.3144;-0.31765;0.3343;208.66;193.87;-409.23;
;-0.49683;1.1035;-0.31412;0.67172;-0.10211;0.36814;208.91;193.85;-410.26;
;-0.66196;0.93073;-0.12126;0.28132;0.17435;0.35466;208.91;193.85;-410.26;
;-0.60553;0.85295;0.085205;0.30375;-0.37459;0.27973;208.91;193.85;-410.26;
