timestamp;accelerometer_x;accelerometer_y;accelerometer_z;gyroscope_x;gyroscope_y;gyroscope_z;magnetometer_x;magnetometer_y;magnetometer_z;
no_units;no_units;no_units;no_units;no_units;no_units;no_units;no_units;no_units;no_units;
;-0.082062;0.72844;0.24928;-0.19198;0.52495;1.0562;209.65;202.81;-390.79;
;-0.090073;0.70767;0.21675;0.0029974;0.40873;1.0156;209.65;202.81;-390.79;
;-0.087692;0.68742;0.18811;0.20491;0.38519;0.93105;209.65;202.81;-390.79;
;-0.084457;0.65688;0.16768;0.39289;0.40831;0.81696;210.36;202.45;-390.91;
;-0.10272;0.61053;0.15343;0.5344;0.44393;0.66828;210.36;202.45;-390.91;
;-0.12708;0.55907;0.14603;0.63217;0.48173;0.50198;210.36;202.45;-390.91;
;-0.13623;0.52335;0.14548;0.70855;0.48484;0.31512;210.88;202.54;-391.31;
;-0.13533;0.51216;0.15176;0.78468;0.43067;0.12599;210.88;202.54;-391.31;
;-0.12932;0.51424;0.17171;0.87945;0.3554;-0.048384;210.88;202.54;-391.31;
;-0.12497;0.52063;0.20161;1.008;0.26278;-0.20767;210.88;202.54;-391.31;
;-0.12318;0.52347;0.24042;1.1701;0.17939;-0.35698;210.88;202.54;-391.31;
;-0.11684;0.51944;0.2766;1.3548;0.1094;-0.50422;210.5;202.68;-392.49;
;-0.097778;0.515;0.29277;1.5569;-0.0045631;-0.6592;210.5;202.68;-392.49;
;-0.068146;0.52049;0.28012;1.7467;-0.17772;-0.82422;210.5;202.68;-392.49;
;-0.031662;0.54352;0.27423;1.9042;-0.30377;-0.97514;210.5;202.68;-392.49;
;0.0085449;0.61722;0.30945;1.9815;-0.28991;-1.1076;209.76;202.94;-394.11;
;0.070053;0.76656;0.37599;1.9779;-0.11869;-1.1894;209.76;202.94;-394.11;
;0.15894;0.9588;0.45979;1.9044;0.13218;-1.2075;209.76;202.94;-394.11;
;0.24313;1.1908;0.55113;1.6932;0.38585;-1.0783;209.76;202.94;-394.11;
;0.29384;1.4312;0.66118;1.2587;0.61576;-0.73195;209.19;202.97;-396.49;
;0.31963;1.6196;0.78398;0.67875;0.59436;-0.18062;209.19;202.97;-396.49;
;0.36096;1.652;0.81892;0.15554;0.071054;0.38671;209.19;202.97;-396.49;
;0.4054;1.502;0.76707;-0.30265;-0.54716;0.76572;209.19;202.97;-396.49;
;0.40463;1.2453;0.69289;-0.76476;-0.83129;0.9368;208.53;203.1;-397.35;
;0.37943;0.9682;0.64008;-1.0618;-0.89559;0.93266;208.53;203.1;-397.35;
;0.33199;0.76524;0.58701;-1.0709;-0.84046;0.76832;208.53;203.1;-397.35;
;0.23119;0.71454;0.54054;-0.8272;-0.60174;0.52891;208.53;203.1;-397.35;
;0.048096;0.94032;0.58049;-0.55729;-0.082896;0.38242;209.12;203.17;-396.37;
;-0.037018;1.4386;0.74112;-0.17877;0.45113;0.44147;209.12;203.17;-396.37;
;0.050674;2.1139;0.68088;0.691;0.35978;0.56344;209.12;203.17;-396.37;
;0.20378;2.4751;0.035919;1.4609;1.1257;0.6369;209.12;203.17;-396.37;
;0.21138;2.0812;-0.75206;1.2498;1.6905;0.53032;209.34;203.47;-396.22;
;-0.11131;1.3592;-0.98184;0.60254;1.5721;0.39256;209.34;203.47;-396.22;
;-0.42181;0.64125;-0.34886;0.70726;0.9668;0.10941;209.34;203.47;-396.22;
;-0.46938;0.1774;-0.11194;1.0104;0.18954;-0.39253;209.34;203.47;-396.22;
;-0.36809;0.043442;-0.27159;0.87461;0.24503;-0.93413;209.05;203.4;-397.23;
;-0.35112;0.20535;-0.16331;0.42927;0.89262;-1.3083;209.05;203.4;-397.23;
;-0.38556;0.47202;0.025925;0.40626;0.88473;-1.3415;209.05;203.4;-397.23;
;-0.35986;0.74393;0.011627;1.0276;0.1156;-1.006;209.05;203.4;-397.23;
;-0.17101;1.0827;-0.17621;1.5765;-0.71324;-0.62927;207.48;203.42;-398.23;
;0.019684;1.2989;-0.35162;1.7209;-0.92684;-0.2653;207.48;203.42;-398.23;
;0.080353;1.3391;-0.41165;1.4244;-0.55813;0.061774;207.48;203.42;-398.23;
;0.0094299;1.2951;-0.29987;1.0905;-0.11105;0.22934;207.48;203.42;-398.23;
;-0.12198;1.1868;-0.048264;0.9395;0.14939;0.23444;207.09;203.12;-399.55;
;-0.21097;1.0642;0.047226;0.90029;-0.31456;0.12541;207.09;203.12;-399.55;
;-0.25195;0.94061;-0.01445;0.85903;-0.98125;0.015207;207.09;203.12;-399.55;
;-0.24066;0.87187;-0.092026;0.73994;-1.4225;-0.037265;207.09;203.12;-399.55;
;-0.19322;0.88559;-0.13335;0.58523;-1.5824;-0.054539;207.22;203.09;-400.35;
;-0.1248;0.91644;-0.091507;0.4787;-1.5708;-0.065752;207.22;203.09;-400.35;
;-0.049973;0.95506;-0.0025024;0.41728;-1.4131;-0.096728;207.22;203.09;-400.35;
;0.040695;0.97784;0.033951;0.35937;-1.1837;-0.11086;207.22;203.09;-400.35;
;0.12811;0.99551;0.0078583;0.31234;-0.98514;-0.078967;206.59;203.04;-400.37;
;0.18399;1.0209;-0.045517;0.28373;-0.82535;-0.032161;206.59;203.04;-400.37;
;0.19557;1.0412;-0.086304;0.27889;-0.70122;0.0013049;206.59;203.04;-400.37;
;0.16945;1.0487;-0.094635;0.28975;-0.59126;0.0067897;206.59;203.04;-400.37;
;0.11223;1.0392;-0.082245;0.30711;-0.47188;-0.023411;206.34;202.98;-400.35;
;0.049423;1.022;-0.04213;0.33337;-0.31353;-0.095711;206.34;202.98;-400.35;
;0.0063629;0.99355;-0.0068817;0.37028;-0.19559;-0.16344;206.34;202.98;-400.35;
;-0.0074768;0.9727;0.0026093;0.4095;-0.16064;-0.21128;206.34;202.98;-400.35;
;0.0012054;0.97945;-0.0094299;0.44118;-0.1866;-0.23343;206.12;202.92;-400.66;
;-0.002182;1.0043;-0.03508;0.44663;-0.2045;-0.25082;206.12;202.92;-400.66;
;-0.01416;1.0358;-0.044983;0.44652;-0.17561;-0.28628;206.12;202.92;-400.66;
;-0.021667;1.0565;-0.039688;0.44592;-0.12537;-0.33267;206.12;202.92;-400.66;
;-0.02327;1.0527;-0.037186;0.4379;-0.050101;-0.37731;205.48;202.7;-400.9;
;-0.013733;1.043;-0.031158;0.43823;0.0089722;-0.41577;205.48;202.7;-400.9;
;-0.0058289;1.0267;-0.034439;0.4471;0.056522;-0.43651;205.48;202.7;-400.9;
;0.0027466;1.0047;-0.04689;0.46818;0.059315;-0.44648;205.48;202.7;-400.9;
;-0.0052948;0.98744;-0.05748;0.50839;0.023824;-0.44319;205.2;202.27;-401.57;
;-0.027252;0.97322;-0.056091;0.55858;-0.023823;-0.44113;205.2;202.27;-401.57;
;-0.03215;0.97296;-0.04039;0.58741;-0.073624;-0.43829;205.2;202.27;-401.57;
;-0.014755;0.97948;-0.022186;0.6007;-0.13125;-0.44061;205.2;202.27;-401.57;
;0.018066;0.98271;0.0054626;0.60325;-0.16872;-0.43979;204.67;202.22;-402.19;
;0.041916;0.97841;0.036804;0.57634;-0.16979;-0.44806;204.67;202.22;-402.19;
;0.060501;0.97328;0.063812;0.54011;-0.14112;-0.46396;204.67;202.22;-402.19;
;0.080063;0.9655;0.045959;0.48899;-0.11698;-0.48056;204.67;202.22;-402.19;
;0.098679;0.95677;-0.0020905;0.42846;-0.10815;-0.49614;203.94;201.93;-402.68;
;0.10434;0.9604;-0.032288;0.37139;-0.10979;-0.50358;203.94;201.93;-402.68;
;0.10141;0.98326;-0.041061;0.32729;-0.13058;-0.50058;203.94;201.93;-402.68;
;0.09024;1.0111;-0.035721;0.29547;-0.1638;-0.48702;203.94;201.93;-402.68;
;0.072159;1.0361;-0.019989;0.27477;-0.18613;-0.46418;203.12;201.72;-402.68;
;0.048004;1.0542;-0.00054932;0.26272;-0.21138;-0.44242;203.12;201.72;-402.68;
;0.025299;1.0606;0.012238;0.23658;-0.2511;-0.4197;203.12;201.72;-402.68;
;0.013474;1.0519;0.018539;0.20985;-0.29618;-0.39425;203.12;201.72;-402.68;
;0.0086365;1.0405;0.034668;0.1815;-0.34583;-0.37578;202.5;201.45;-403.07;
;0.0070801;1.0336;0.054947;0.15028;-0.41798;-0.36614;202.5;201.45;-403.07;
;0.0093994;1.0286;0.069321;0.0935;-0.48417;-0.37406;202.5;201.45;-403.07;
;0.012085;1.0329;0.083023;0.027713;-0.52884;-0.39232;202.5;201.45;-403.07;
;0.015167;1.0398;0.098007;-0.050538;-0.55992;-0.41211;201.74;201.31;-403.13;
;0.035477;1.0494;0.094711;-0.16347;-0.57559;-0.4388;201.74;201.31;-403.13;
;0.089493;1.0696;0.037064;-0.32932;-0.54086;-0.44794;201.74;201.31;-403.13;
;0.1714;1.1255;-0.050201;-0.51132;-0.41176;-0.39714;201.74;201.31;-403.13;
;0.23363;1.2336;-0.09314;-0.61616;-0.17481;-0.25027;200.54;201.17;-402.43;
;0.24199;1.3383;-0.060989;-0.65462;0.057299;-0.019887;200.54;201.17;-402.43;
;0.1692;1.3654;0.0079956;-0.73529;0.15303;0.21343;200.54;201.17;-402.43;
;0.017853;1.3124;0.099335;-0.9053;0.17311;0.34358;200.54;201.17;-402.43;
;-0.14137;1.2398;0.17018;-1.1858;0.14775;0.35975;200.17;201.36;-401.77;
;-0.26035;1.1913;0.15176;-1.5365;0.036541;0.34223;200.17;201.36;-401.77;
;-0.31145;1.1416;0.060822;-1.8734;-0.13214;0.36779;200.17;201.36;-401.77;
;-0.30161;1.0631;-0.021713;-2.1769;-0.26551;0.42798;200.17;201.36;-401.77;
;-0.29021;0.98486;-0.019409;-2.4236;-0.27799;0.50276;200.18;202.06;-399.68;
;-0.28642;0.91901;0.02829;-2.5801;-0.32609;0.57962;200.18;202.06;-399.68;
;-0.27161;0.87099;0.059174;-2.632;-0.53119;0.66696;200.18;202.06;-399.68;
;-0.2327;0.8858;0.092056;-2.5948;-0.75851;0.77859;200.18;202.06;-399.68;
;-0.17097;0.97821;0.12575;-2.5344;-0.95304;0.91427;200.64;202.86;-396.92;
;-0.1179;1.1133;0.13782;-2.4571;-1.0785;1.0388;200.64;202.86;-396.92;
;-0.095322;1.2226;0.16179;-2.3062;-1.0809;1.1066;200.64;202.86;-396.92;
;-0.094818;1.2843;0.17407;-2.096;-0.94951;1.1141;200.64;202.86;-396.92;
;-0.079147;1.3111;0.17111;-1.8917;-0.8246;1.0909;201.47;203.21;-393.45;
;-0.052826;1.2795;0.16187;-1.7149;-0.50484;1.0842;201.47;203.21;-393.45;
;-0.0081635;1.2101;0.17723;-1.5339;0.12447;1.143;201.47;203.21;-393.45;
;0.068985;1.125;0.17305;-1.407;0.57406;1.2145;201.47;203.21;-393.45;
;0.097168;1.0454;0.15506;-1.3068;0.8582;1.2292;202.7;203.61;-391.33;
;0.086426;0.9816;0.19333;-1.212;1.1166;1.2178;202.7;203.61;-391.33;
;0.07869;0.93951;0.21747;-1.121;1.2366;1.1552;202.7;203.61;-391.33;
;0.032425;0.89052;0.23616;-1.0594;1.2327;1.1105;202.7;203.61;-391.33;
;-0.025162;0.84532;0.2576;-1.0277;1.1848;1.059;203.44;203.63;-389.85;
;-0.068359;0.81322;0.28352;-0.99504;1.1201;1.0127;203.44;203.63;-389.85;
;-0.094116;0.77953;0.30249;-0.94714;1.011;0.94955;203.44;203.63;-389.85;
;-0.10292;0.74039;0.306;-0.88347;0.93957;0.87144;203.44;203.63;-389.85;
;-0.099228;0.71295;0.27696;-0.81891;0.92157;0.78048;204.2;203.93;-388.57;
;-0.093384;0.70059;0.23692;-0.7501;0.92238;0.68625;204.2;203.93;-388.57;
;-0.087936;0.69055;0.19643;-0.65455;0.91595;0.59364;204.2;203.93;-388.57;
;-0.084686;0.67747;0.16357;-0.55052;0.90166;0.50374;204.2;203.93;-388.57;
;-0.10934;0.65739;0.13432;-0.42668;0.86722;0.42617;204.54;203.87;-387.78;
;-0.14337;0.64165;0.11418;-0.27638;0.82662;0.35282;204.54;203.87;-387.78;
;-0.17349;0.63289;0.10651;-0.11232;0.7595;0.28604;204.54;203.87;-387.78;
;-0.19081;0.62694;0.10814;0.068311;0.67949;0.2124;204.54;203.87;-387.78;
;-0.19734;0.62161;0.11702;0.26004;0.57242;0.141;204.5;203.93;-387.56;
;-0.19576;0.61142;0.13208;0.4646;0.45247;0.066505;204.5;203.93;-387.56;
;-0.18181;0.60074;0.15645;0.67697;0.32932;-0.015303;204.5;203.93;-387.56;
;-0.14688;0.58516;0.18271;0.8928;0.22921;-0.11422;204.5;203.93;-387.56;
;-0.10637;0.56595;0.20522;1.1146;0.1432;-0.23351;204.5;204.1;-387.99;
;-0.084396;0.55005;0.21306;1.3273;0.048455;-0.35537;204.5;204.1;-387.99;
;-0.085693;0.54268;0.21384;1.5339;-0.018913;-0.47746;204.5;204.1;-387.99;
;-0.079865;0.55147;0.22806;1.7211;-0.039868;-0.60453;204.5;204.1;-387.99;
;-0.050461;0.56892;0.25877;1.8937;-0.019062;-0.72585;204.24;204.82;-389.08;
;0.0082855;0.60243;0.31093;2.0272;0.03362;-0.83073;204.24;204.82;-389.08;
;0.083847;0.69696;0.36797;2.0825;0.078952;-0.93497;204.24;204.82;-389.08;
;0.1635;0.85254;0.41985;2.0459;0.096286;-0.9992;204.24;204.82;-389.08;
;0.21986;1.0419;0.45862;1.8694;0.071174;-0.95169;203.6;205.18;-391.45;
;0.2065;1.2438;0.50142;1.4772;0.10104;-0.76851;203.6;205.18;-391.45;
;0.13239;1.422;0.60469;0.83057;0.24522;-0.46474;203.6;205.18;-391.45;
;0.063263;1.505;0.74648;0.10568;0.36805;-0.0764;203.6;205.18;-391.45;
;0.061478;1.4454;0.82747;-0.40377;0.10588;0.27262;202.84;205.67;-392.83;
;0.15559;1.276;0.77982;-0.74322;-0.39928;0.48358;202.84;205.67;-392.83;
;0.27379;1.0718;0.69272;-0.9884;-0.79361;0.5497;202.84;205.67;-392.83;
;0.29758;0.93077;0.64146;-1.0413;-1.0091;0.54742;202.84;205.67;-392.83;
;0.22202;0.92976;0.65646;-0.84761;-1.0329;0.52754;203.82;206.04;-391.38;
;0.080658;1.2307;0.78682;-0.5303;-0.7895;0.5951;203.82;206.04;-391.38;
;0.061295;1.8576;0.95354;-0.24389;-0.7177;0.82343;203.82;206.04;-391.38;
;0.25334;2.4373;0.69301;0.60682;-0.99398;1.0382;203.82;206.04;-391.38;
;0.53645;2.2066;-0.14966;1.91;-0.058394;0.81931;205.05;206.55;-390.03;
;0.48077;1.4657;-1.122;1.4346;0.78176;0.37397;205.05;206.55;-390.03;
;-0.069077;0.87137;-0.97304;0.37905;1.5627;0.15107;205.05;206.55;-390.03;
;-0.53786;0.4368;0.026382;0.53786;1.6092;-0.21811;205.05;206.55;-390.03;
;-0.48122;0.13097;-0.0336;0.99938;0.99561;-0.81861;205.35;206.77;-390.73;
;-0.22316;0.014343;-0.38512;1.0516;0.7426;-1.2612;205.35;206.77;-390.73;
;-0.089417;0.21538;-0.28189;0.8111;1.0892;-1.4621;205.35;206.77;-390.73;
;-0.14809;0.58292;-0.075317;0.96479;1.2524;-1.1112;205.35;206.77;-390.73;
;-0.17223;0.95403;-0.0062408;1.5889;0.93176;-0.52961;204.07;206.55;-391.67;
;-0.049622;1.2741;-0.15175;1.9566;0.64984;-0.090159;204.07;206.55;-391.67;
;-0.019241;1.2959;-0.39102;1.834;0.32899;0.049549;204.07;206.55;-391.67;
;-0.1972;1.1223;-0.35648;1.3746;0.34043;0.01978;204.07;206.55;-391.67;
;-0.45229;0.99843;-0.077927;1.0107;0.51244;-0.090542;203.76;207.11;-393.63;
;-0.55304;0.94461;0.077316;0.88041;0.093308;-0.23846;203.76;207.11;-393.63;
;-0.44249;0.98041;0.059357;0.76434;-0.5358;-0.23566;203.76;207.11;-393.63;
;-0.27174;1.1388;-0.0077667;0.5572;-0.95552;-0.18929;203.76;207.11;-393.63;
;-0.14082;1.271;-0.0224;0.38251;-1.1823;-0.069704;203.97;206.97;-394.12;
;-0.06604;1.2613;0.0082703;0.33832;-1.3513;0.075231;203.97;206.97;-394.12;
;0.016571;1.1121;0.023499;0.35223;-1.5263;0.13212;203.97;206.97;-394.12;
;0.10599;0.94012;-0.024796;0.35118;-1.5367;0.12652;203.97;206.97;-394.12;
;0.18755;0.84592;-0.096802;0.31704;-1.3335;0.10198;204.12;207.31;-393.86;
;0.23564;0.85382;-0.13452;0.26437;-1.0653;0.071758;204.12;207.31;-393.86;
;0.25108;0.93419;-0.1077;0.22494;-0.83436;0.059021;204.12;207.31;-393.86;
;0.24651;1.024;-0.056335;0.21795;-0.63061;0.050716;204.12;207.31;-393.86;
;0.21461;1.073;-0.026337;0.2352;-0.46027;0.044993;204.87;207.23;-393.64;
;0.15526;1.0779;-0.03183;0.26411;-0.30303;0.020641;204.87;207.23;-393.64;
;0.070557;1.0508;-0.047821;0.29477;-0.17593;-0.030377;204.87;207.23;-393.64;
;-0.020645;1.0166;-0.053482;0.34311;-0.093622;-0.097787;204.87;207.23;-393.64;
;-0.087723;0.98466;-0.055252;0.38336;-0.10084;-0.18881;204.84;207.42;-393.81;
;-0.12056;0.95699;-0.057053;0.43016;-0.16452;-0.2674;204.84;207.42;-393.81;
;-0.13222;0.95869;-0.051117;0.46526;-0.22017;-0.3295;204.84;207.42;-393.81;
;-0.1367;0.97986;-0.055161;0.47084;-0.23047;-0.3796;204.84;207.42;-393.81;
;-0.13039;1.0041;-0.055984;0.47901;-0.1822;-0.41615;204.89;207.45;-393.92;
;-0.11971;1.0315;-0.052505;0.49725;-0.14832;-0.42348;204.89;207.45;-393.92;
;-0.11334;1.056;-0.044388;0.53616;-0.10553;-0.42251;204.89;207.45;-393.92;
;-0.089294;1.0814;-0.020599;0.56691;-0.094957;-0.42137;204.89;207.45;-393.92;
;-0.048218;1.102;-0.011154;0.59707;-0.15985;-0.42052;204.59;207.2;-394;
;-0.0078888;1.108;0.0056;0.62908;-0.26254;-0.41857;204.59;207.2;-394;
;0.011978;1.0862;0.045197;0.63195;-0.38124;-0.44027;204.59;207.2;-394;
;0.021347;1.0144;0.090851;0.59844;-0.45715;-0.48264;204.59;207.2;-394;
;0.044022;0.90776;0.13277;0.53293;-0.4557;-0.51267;204.38;207.04;-394.23;
;0.084686;0.83754;0.14178;0.46386;-0.43967;-0.50876;204.38;207.04;-394.23;
;0.13336;0.84581;0.1151;0.41465;-0.39893;-0.50664;204.38;207.04;-394.23;
;0.18414;0.91147;0.083496;0.36717;-0.34955;-0.50707;204.38;207.04;-394.23;
;0.22531;1.002;0.057709;0.31989;-0.2887;-0.49298;203.97;206.84;-394.61;
;0.23749;1.088;0.052765;0.27839;-0.23711;-0.46043;203.97;206.84;-394.61;
;0.21559;1.1394;0.060684;0.24146;-0.1811;-0.41677;203.97;206.84;-394.61;
;0.16913;1.1383;0.073273;0.18806;-0.15594;-0.37959;203.97;206.84;-394.61;
;0.11435;1.1033;0.076874;0.10016;-0.16895;-0.35076;204.11;206.84;-394.14;
;0.052338;1.0641;0.073853;3.9947e-06;-0.22337;-0.31565;204.11;206.84;-394.14;
;-0.0049744;1.0513;0.070755;-0.10184;-0.28356;-0.28542;204.11;206.84;-394.14;
;-0.043228;1.0724;0.076462;-0.21116;-0.33065;-0.26697;204.11;206.84;-394.14;
;-0.053452;1.1072;0.087769;-0.34573;-0.36834;-0.26623;203.66;206.63;-393.86;
;-0.031555;1.1322;0.085022;-0.49778;-0.38215;-0.26217;203.66;206.63;-393.86;
;0.0092316;1.1558;0.057632;-0.65784;-0.37134;-0.22805;203.66;206.63;-393.86;
;0.036041;1.1955;0.047089;-0.78259;-0.28312;-0.14031;203.66;206.63;-393.86;
;0.062729;1.2398;0.064423;-0.93115;-0.1701;-0.056764;203.9;206.03;-392.41;
;0.12669;1.2445;0.013199;-1.1738;-0.091634;-0.0067745;203.9;206.03;-392.41;
;0.15312;1.23;-0.050476;-1.4172;0.028403;0.094504;203.9;206.03;-392.41;
;0.081314;1.2185;-0.034241;-1.5839;0.15155;0.26233;203.9;206.03;-392.41;
;-0.047928;1.1941;-0.003952;-1.7638;0.19664;0.42916;204.19;205.55;-390.58;
;-0.20432;1.1414;-0.019547;-2.0426;0.16657;0.52252;204.19;205.55;-390.58;
;-0.36342;1.073;-0.0047302;-2.3494;0.17632;0.5314;204.19;205.55;-390.58;
;-0.50362;0.98495;0.047943;-2.5724;0.15085;0.52451;204.19;205.55;-390.58;
;-0.56964;0.88072;0.06987;-2.7221;-0.042336;0.5328;205.26;204.11;-387.38;
;-0.52722;0.80016;0.075348;-2.7912;-0.29998;0.57829;205.26;204.11;-387.38;
;-0.40962;0.8033;0.1165;-2.819;-0.63027;0.66104;205.26;204.11;-387.38;
;-0.27507;0.88597;0.16884;-2.7753;-1.0582;0.75121;205.26;204.11;-387.38;
;-0.16281;1.009;0.22002;-2.6258;-1.4333;0.82144;206.84;202.55;-383.71;
;-0.079208;1.1447;0.26004;-2.4076;-1.6158;0.86815;206.84;202.55;-383.71;
;-0.035339;1.2541;0.26015;-2.1696;-1.6442;0.90641;206.84;202.55;-383.71;
;-0.0033569;1.2926;0.24687;-1.9691;-1.3163;0.94702;206.84;202.55;-383.71;
;0.051651;1.2663;0.21411;-1.8072;-0.63982;1.0233;209.19;200.3;-380.93;
;0.091614;1.2014;0.19148;-1.6539;0.14146;1.1;209.19;200.3;-380.93;
;0.12015;1.0266;0.17766;-1.3467;1.0708;1.009;209.19;200.3;-380.93;
;0.12015;1.0266;0.17766;-1.3467;1.0708;1.009;209.19;200.3;-380.93;
;0.13397;0.9422;0.20531;-1.2118;1.5023;0.89324;210.05;198.72;-379.28;
;0.13664;0.8889;0.25377;-1.109;1.7794;0.77661;210.05;198.72;-379.28;
;0.11555;0.81876;0.26154;-0.98202;1.7149;0.69862;210.05;198.72;-379.28;
;0.081207;0.76849;0.3089;-0.8391;1.5212;0.66346;210.05;198.72;-379.28;
;0.031403;0.75021;0.37186;-0.75472;1.38;0.66184;209.71;197.17;-378.27;
;-0.011459;0.74307;0.39908;-0.73217;1.2599;0.70197;209.71;197.17;-378.27;
;-0.054321;0.72737;0.38545;-0.70664;1.1313;0.74173;209.71;197.17;-378.27;
;-0.092484;0.71458;0.35815;-0.60511;0.91888;0.77084;209.71;197.17;-378.27;
;-0.13391;0.68806;0.31503;-0.45719;0.7292;0.77521;209.45;195.88;-377.94;
;-0.15643;0.66057;0.26421;-0.32684;0.61028;0.75235;209.45;195.88;-377.94;
;-0.15768;0.64433;0.21745;-0.1951;0.54115;0.69831;209.45;195.88;-377.94;
;-0.1469;0.63416;0.19341;-0.028059;0.47962;0.63612;209.45;195.88;-377.94;
;-0.14206;0.63152;0.18713;0.1552;0.41895;0.56769;209.73;194.78;-377.64;
;-0.14639;0.63316;0.19748;0.33125;0.37617;0.49317;209.73;194.78;-377.64;
;-0.15698;0.62987;0.21001;0.47421;0.35109;0.41216;209.73;194.78;-377.64;
;-0.1544;0.62035;0.22069;0.59968;0.30529;0.33047;209.73;194.78;-377.64;
;-0.13599;0.61609;0.23709;0.71817;0.24642;0.23214;210.04;194.79;-377.81;
;-0.12006;0.62193;0.25836;0.83193;0.1716;0.1294;210.04;194.79;-377.81;
;-0.10936;0.62898;0.27763;0.95282;0.10035;0.029341;210.04;194.79;-377.81;
;-0.098099;0.63512;0.29358;1.0846;0.030877;-0.058353;210.04;194.79;-377.81;
;-0.080887;0.63742;0.30452;1.2405;-0.057781;-0.13267;210.25;195.02;-378.41;
;-0.056305;0.63467;0.31337;1.4209;-0.13476;-0.19678;210.25;195.02;-378.41;
;-0.034546;0.63101;0.33495;1.6206;-0.2024;-0.26511;210.25;195.02;-378.41;
;-0.010666;0.64064;0.35448;1.8347;-0.25745;-0.36836;210.25;195.02;-378.41;
;0.017029;0.66957;0.36176;2.0177;-0.32762;-0.51669;210.75;195.92;-379.26;
;0.053238;0.73659;0.34386;2.1063;-0.38187;-0.70185;210.75;195.92;-379.26;
;0.0672;0.82797;0.32761;2.0598;-0.33088;-0.86369;210.75;195.92;-379.26;
;0.044144;0.90884;0.35808;1.9014;-0.12152;-0.96138;210.75;195.92;-379.26;
;0.019272;0.98607;0.43558;1.6369;0.16171;-0.96436;210.79;196.73;-380.41;
;0.014832;1.09;0.54855;1.2606;0.36227;-0.85667;210.79;196.73;-380.41;
;0.045227;1.1994;0.69301;0.77751;0.44921;-0.6105;210.79;196.73;-380.41;
;0.12445;1.2784;0.81403;0.24837;0.30226;-0.24491;210.79;196.73;-380.41;
;0.23195;1.3014;0.82773;-0.22287;-0.061679;0.11553;210.49;196.76;-380.93;
;0.31258;1.2144;0.76514;-0.55394;-0.40729;0.37828;210.49;196.76;-380.93;
;0.36221;1.0531;0.68004;-0.73645;-0.60348;0.53719;210.49;196.76;-380.93;
;0.37163;0.90205;0.57533;-0.76545;-0.7452;0.58646;210.49;196.76;-380.93;
;0.33504;0.81262;0.46625;-0.6795;-0.77889;0.52629;212.06;195.63;-380.19;
;0.25127;0.84755;0.40849;-0.50356;-0.57793;0.4164;212.06;195.63;-380.19;
;0.053207;1.1514;0.52896;-0.26179;-0.15814;0.38736;212.06;195.63;-380.19;
;-0.14964;1.8048;0.8419;0.053005;0.33883;0.59946;212.06;195.63;-380.19;
;-0.16269;2.5898;0.93185;0.51462;0.17524;0.98747;212.59;194.72;-379.61;
;0.14957;2.5371;0.36449;1.4403;0.34822;1.1609;212.59;194.72;-379.61;
;0.47795;1.6823;-0.52899;1.8555;0.63135;0.75752;212.59;194.72;-379.61;
;0.22806;1.0283;-1.1157;0.94601;0.16138;0.34095;212.59;194.72;-379.61;
;-0.42438;0.56714;-0.49518;0.52384;0.3778;-0.076666;213.13;194.33;-380.16;
;-0.79018;0.27605;-0.046204;0.7216;0.55209;-0.77252;213.13;194.33;-380.16;
;-0.6794;0.081894;-0.25337;0.78925;0.46047;-1.3972;213.13;194.33;-380.16;
;-0.41869;0.15425;-0.14781;0.56586;0.63417;-1.7754;213.13;194.33;-380.16;
;-0.2579;0.40045;0.055756;0.59836;0.65025;-1.7761;212.3;194.29;-380.46;
;-0.14407;0.68857;0.010605;1.0785;0.19581;-1.3617;212.3;194.29;-380.46;
;-0.061234;1.0474;-0.22093;1.8343;-0.60205;-0.48202;212.3;194.29;-380.46;
;-0.04567;1.3416;-0.51773;1.8343;-0.60205;-0.48202;212.3;194.29;-380.46;
;-0.10263;1.3227;-0.60699;1.502;-0.61165;-0.22336;211.83;194.74;-381.38;
;-0.22684;1.1838;-0.3372;1.1309;-0.43315;-0.061032;211.83;194.74;-381.38;
;-0.28349;1.019;-0.027023;0.99469;-0.46831;-0.068738;211.83;194.74;-381.38;
;-0.22363;1.0037;0.031235;0.89976;-0.79622;-0.12932;211.83;194.74;-381.38;
;-0.18871;1.1293;-0.0098114;0.73183;-0.88615;-0.07449;212.2;194.9;-382.03;
;-0.13564;1.2296;-0.10461;0.56048;-1.0607;0.024815;212.2;194.9;-382.03;
;-0.031296;1.2276;-0.1405;0.41385;-1.3703;0.14574;212.2;194.9;-382.03;
;0.03952;1.1413;-0.054764;0.35544;-1.6434;0.22099;212.2;194.9;-382.03;
;0.050888;1.023;0.043488;0.32914;-1.6173;0.20695;213.86;194.84;-382.36;
;0.065674;0.90942;0.043396;0.28633;-1.3943;0.1485;213.86;194.84;-382.36;
;0.12769;0.84192;-0.025726;0.26055;-1.1378;0.11267;213.86;194.84;-382.36;
;0.21819;0.84541;-0.068344;0.25646;-0.88403;0.11152;213.86;194.84;-382.36;
;0.29579;0.90022;-0.075562;0.25177;-0.64588;0.1189;214.52;194.55;-382.41;
;0.32516;0.98268;-0.058731;0.27441;-0.19164;0.072496;214.52;194.55;-382.41;
